index,label,text
1894,allergy,"I feel queasy , sick for and wobbly . My throat is enlarged and making it difficult , me , breathe . My chest occasionally pains all through the night to and I occasionally feel ill ."
1895,Pneumonia,"I running a temperature and ca n't seem to my breath . I 've been sweating and feeling overall unwell and weak 've also had some thick , black phlegm . My heart been beating frantically and hurts ."
1896,Bronchial Asthma,"I 've been struggling with a persistent cough , breathing issues , and exhaustion . I 've been coughing up a lot of thick , mucoid sputum and have ampere high fever . All of this has been really fag and exhausting , and right now I 'm feeling rather ill ."
1897,urinary tract infection,"My pee frequently has an odd smell and is either red or black, or both. The frequent changes in my body temperature usually keep me awake at night."
1898,Common Cold,"quit keep sneezing , and my eyes do n't I dripping . It 's incredibly difficult for me to breathe because it feels like there something is trapped in my throat . I often feel exhausted , and lately , I 've had a lot of phlegm . Moreover , my lymph nodes are enlarged ."
1899,diabetes,"I have and skin irritations , especially in crevices of my skin . My skin bruises and cuts also take a long time to heal ."
1900,Cervical spondylosis,"I 've been woe from severe back pain , a persistent cough , and numbness in my arms and legs . I 've been experiencing issues with vertigo and equaliser issues , and my neck hurts ."
1901,Pneumonia,"I 'm drenched with sweat and struggling to breathe that I do n't feel well and have a lot of mucous in my throat . My chest aches , and my heart is racing . I 'm coughing up mucus . is crimson in colour ."
1902,drug reaction,"have headaches and migraines , and I have been having difficulties sleeping . My entire body been shaking and twitching . Sometimes become ."
1903,drug reaction,"My rashes occasionally cause off skin to peel my . I to more susceptible 'm illnesses as a result . I start to tremble sometimes , and my hands start to shake ."
1904,Common Cold,"I 've been feeling really tired and sick . I 've been sneezing a lot and I ca n't seem to warm . I so tired and my head is killing . my is really high , like I 'm boiling"
1905,Typhoid,"I have had a fever for the last couple of days. Now, I am starting to experience a severe pain in my stomach area and suffering from constipation."
1906,Malaria,"Along with my intense scratching, chills, nausea, and high fever, I've also been feeling really unwell. Along with my headache and excessive sweating, I've been suffering from severe muscle pain and nausea."
1907,Impetigo,"I 've started getting sores on my face and and . I burning no idea what is causing this . My cheek sores are large and irritating to the touch , and I have a have feeling nose skin redness ."
1908,Chicken pox,I have swollen red lymph nodes on my arms and legs that itch when I touch them . I 'm also suffering from a headache and a fever . I n't feel like anything and have lost my .
1909,Impetigo,The sores around my nose have become crusted over and exist difficult to touch . angstrom yellow-rust coloured ooze used to come out of the sores . It is taking much more time to handle .
1910,peptic ulcer disease,"A sour , acidic taste is all over my mouth Belching burping are in me . I have or fullness my upper abdomen for a few hours ."
1911,Arthritis,"Lately , I 've American having stiffness has weakness in my neck muscles . Since my joints have matured , it is difficult for the been state to operate without becoming stiff . Furthermore , walking and been quite painful ."
1912,Dengue,I have experiencing a severe headache that is accompanied by pain behind my . I have lost my apetite and experience chills every night
1913,Impetigo,"I am having antiophthalmic factor high fever . I 've had a skin rash on my face , neck and arms . The skin rash is made up of burning red lesions . I 'm concerned about my health ."
1914,Fungal infection,"My skin has been really itchy and there are these rashy spots . over kind There are also some patches that look different in color than the rest of my skin , and I 've had some bumps that are all of hard ."
1915,Fungal infection,"A rash that appears to be developing throughout everywhere skin has been accompanying my recent intense of bouts itching and discomfort . On my skin , I also have some dischromic spots and little lumps that seem to be appearing my ."
1916,Dengue,The high fever I have been experiencing is come with by sweating and weakness . My muscles pain as a result I can not work completely day .
1917,Arthritis,"My muscles have been really weak , and my neck accept been extremely stiff . My joints have swollen , making it difficult to propel about . Walking has been excruciatingly uncomfortable ."
1918,Cervical spondylosis,", pain , a persistent cough , and numbness in Back arms and legs have been bothering me . I 've had trouble staying balanced and experiencing dizziness my and my neck hurts ."
1919,allergy,"I feel fatigued all the time , and have a tingling sensation in my throat . I have as well developed flaky skin . Sometimes I have puffy eyes and sometimes puffs up too ."
1920,Fungal infection,"I have a lot all over my , and sometimes it gets really red and bumpy . There also that are different colors than the rest of my skin , and sometimes get these little bumps look like little balls . It 's really annoying and itchy ."
1921,Acne,I've been having a really bad rash on my skin lately. It's full of pus-filled pimples and blackheads. My skin has also been scurring a lot.
1922,Migraine,"Along with excessive appetite a stiff neck depression , and disturbance , 've also been having , headaches , blurred vision , and acid reflux ."
1923,Arthritis,"Lately i have been experiencing muscle weakness, a stiff neck, swelling joints, and stiffness after I attempt to move around. it is also been very painful to steer."
1924,urinary tract infection,"I've had low temps and blood in my urine for the past three days. My pee smells terrible, and my head hurts so much. Urinary urges seldom occur on cue, and I almost never have any control over when they do."
